-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
