-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,404,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,447,448,449
-1,-1,-1,95,-1,-1,-1,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,45
203,-1,-1,106,246,107,-1,-1,104,104,104,-1,-1,-1,-1,-1,-1,-1,-1,149
-1,-1,-1,106,272,107,-1,-1,276,277,278,-1,-1,-1,-1,-1,-1,-1,-1,414
-1,-1,-1,106,298,107,-1,-1,53,53,53,-1,16,-1,-1,-1,-1,-1,7,440
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,466
233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,149,-1,-1,-1,-1,-1,-1,-1,-1
259,-1,-1,106,247,107,-1,-1,104,104,-1,-1,16,-1,-1,-1,-1,-1,-1,177
-1,-1,-1,106,273,107,-1,-1,270,271,-1,97,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,149,-1,-1,-1,-1,-1,-1,-1,414
-1,-1,-1,-1,-1,106,293,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,440
-1,106,293,107,-1,-1,-1,-1,106,293,107,-1,16,-1,-1,-1,-1,-1,-1,466
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
