-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,144,144,145,144,145,-1,-1,-1,-1,145,145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,307,307,144,325,325,325,308,308,306,306,307,308,324,145,145,-1,-1,-1,-1,51,52,53,12,13,14,7,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,320,320,304,304,304,304,305,306,307,307,323,324,324,144,145,-1,-1,-1,-1,67,68,69,28,29,30,23,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,160,320,304,305,306,307,307,306,307,307,307,307,323,305,324,160,144,144,144,145,145,145,83,84,85,44,45,46,39,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,160,304,320,321,322,323,323,307,307,323,323,323,309,145,145,161,160,160,144,112,161,161,99,100,101,115,116,117,23,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,160,320,308,320,321,322,323,323,323,324,325,145,161,161,161,145,161,145,144,145,160,161,144,144,145,131,132,133,39,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,160,320,321,322,323,323,323,324,324,324,161,161,129,161,144,145,113,145,160,161,160,161,160,160,161,146,144,145,23,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,160,161,160,323,323,323,323,161,161,144,145,160,161,144,145,144,145,160,161,160,161,144,144,144,144,160,144,124,77,7,-1,-1,-1,-1,-1
-1,-1,-1,-1,231,231,161,145,145,132,133,161,144,145,145,145,160,161,144,145,144,145,160,161,160,161,144,145,160,160,144,144,144,145,23,-1,-1,-1,-1,-1
-1,-1,-1,-1,144,160,161,145,161,144,145,144,145,145,161,145,160,161,144,145,144,144,145,161,160,161,144,116,117,144,160,160,144,145,39,-1,-1,-1,-1,-1
-1,-1,-1,231,160,160,161,145,144,144,145,145,145,161,161,145,160,161,144,145,160,144,145,144,160,161,160,132,133,160,160,160,144,145,23,-1,-1,-1,-1,-1
-1,-1,-1,231,160,161,144,145,144,144,145,161,145,160,161,145,116,117,145,144,145,144,115,160,161,145,147,148,145,144,145,145,145,145,39,-1,-1,-1,-1,-1
-1,-1,-1,231,160,161,144,145,147,144,145,161,145,160,161,145,132,133,161,144,144,145,131,160,161,161,144,145,161,145,144,144,145,161,-1,-1,-1,-1,-1,-1
-1,-1,-1,231,160,161,144,145,144,144,145,161,145,145,160,161,144,144,145,160,144,144,147,148,161,161,144,144,145,144,160,144,145,145,-1,-1,-1,-1,-1,-1
-1,-1,-1,231,160,161,144,145,145,144,113,161,161,145,160,161,160,144,145,145,160,144,145,160,161,161,160,144,145,160,161,144,145,161,-1,-1,-1,-1,-1,-1
-1,-1,-1,231,160,161,144,145,145,144,145,160,161,145,145,161,145,145,145,161,145,144,145,161,160,161,145,144,145,160,161,144,145,161,-1,-1,-1,-1,-1,-1
-1,-1,-1,231,160,161,160,144,145,144,145,160,129,161,145,145,161,161,144,145,161,145,144,145,160,160,161,145,145,160,161,144,144,145,-1,-1,-1,-1,-1,-1
-1,-1,-1,231,160,161,144,129,145,144,144,145,160,161,161,145,145,161,145,145,147,161,144,144,144,144,144,145,161,160,161,160,144,145,-1,-1,-1,-1,-1,-1
-1,-1,-1,231,160,161,145,145,145,160,144,144,144,145,161,161,144,145,161,145,144,145,145,145,160,160,160,144,144,145,112,145,144,145,-1,-1,-1,-1,-1,-1
-1,-1,-1,231,129,161,145,161,161,144,160,160,144,144,145,161,144,144,145,161,144,144,145,161,145,144,145,145,145,145,128,161,145,145,-1,-1,-1,-1,-1,-1
-1,-1,-1,231,160,161,145,160,161,145,144,144,115,144,145,161,145,116,144,145,145,144,145,115,161,145,145,161,145,161,144,144,145,161,-1,-1,-1,-1,-1,-1
-1,-1,-1,231,160,161,144,145,161,161,146,131,161,145,144,145,161,132,145,145,161,160,144,144,145,161,161,160,144,144,144,145,145,145,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,233,144,145,161,144,160,161,161,145,145,145,145,161,161,161,145,145,144,144,144,144,145,160,160,144,145,161,145,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,230,231,231,231,145,144,160,161,161,161,161,161,144,160,161,161,161,145,145,144,160,161,145,145,144,145,161,145,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,246,247,233,231,231,145,144,144,144,144,144,144,144,144,144,144,145,161,161,145,144,144,144,144,145,161,161,145,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,246,247,233,161,160,144,144,144,144,160,160,160,160,144,144,144,144,144,160,160,160,160,144,144,145,145,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,230,193,193,160,160,234,-1,-1,-1,-1,-1,160,160,160,160,160,160,161,144,145,160,160,129,161,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246,233,193,193,161,-1,-1,-1,-1,-1,-1,144,144,144,144,144,145,144,144,144,144,144,145,231,23,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246,247,247,247,-1,-1,-1,-1,-1,-1,144,144,145,-1,-1,-1,-1,-1,-1,-1,-1,144,231,39,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
